"player_name","birthday"
"Iván José Marcone","1990-06-03"
"Jean-Philippe Gbamin","1995-09-25"
"Carlos Roberto Izquierdoz","1988-11-03"
"Benjamin Bourigeaud","1994-01-14"
"Andrés Mateus Uribe Villa","1991-03-21"
"Ruben Loftus-Cheek","1996-01-23"
"Antonio José Rodríguez Díaz","1992-02-21"
"Roman Zobnin","1994-02-11"
"Marcos Paulo Mesquita Lopes","1995-12-28"
"Rodrigo Javier De Paul","1994-05-24"
"Leander Dendoncker","1995-04-15"
"Jack O'Connell","1994-03-29"
"Ricardo Sousa Esgaio","1993-05-16"
"José Ignacio Martínez García","1989-03-07"
"Roberto Gagliardini","1994-04-07"
"Vincenzo Grifo","1993-04-07"
"Florian Niederlechner","1990-10-24"
"Elseid Hysaj","1994-02-02"
"Renato Steffen","1991-11-03"
"Raúl de Tomás Gómez","1994-10-17"
"Jhon Andrés Córdoba Copete","1993-05-11"
"Fabian Lukas Schär","1991-12-20"
"Jean-Pierre Nsame","1993-05-01"
"Christian Günter","1993-02-28"
"Florent Mollet","1991-11-19"
"酒井 宏樹","1990-04-12"
"Romain Saïss","1990-03-26"
"Bryan Cristante","1995-03-03"
"Abdoulaye Doucouré","1993-01-01"
"Sead Kolašinac","1993-06-20"
"Yussuf Yurary Poulsen","1994-06-15"
"Michael Keane","1993-01-11"
"Robin Olsen","1990-01-08"
"Luciano Darío Vietto","1993-12-05"
"Leandro Trossard","1994-12-04"
"Manuel Trigueros Muñoz","1991-10-17"
"Mattia De Sciglio","1992-10-20"
"Leonardo Carrilho Baptistão","1992-08-26"
"Zouhair Feddal Agharbi","1989-12-23"
"Téji Savanier","1991-12-22"
"Bernard Anício Caldeira Duarte","1992-09-08"
"Filip Novák","1990-06-26"
"Denis Suárez Fernández","1994-01-06"
"乾 貴士","1988-06-02"
"John Egan","1992-10-20"
"Jan Bořil","1991-01-11"
"M'Baye Babacar Niang","1994-12-19"
"Christoph Kramer","1991-02-19"
"Loris Karius","1993-06-22"
"Leonardo Spinazzola","1993-03-25"
"Damián Emiliano Martínez","1992-09-02"
"Danny Vieira da Costa","1993-07-13"
"Diego Demme","1991-11-21"
"Remo Freuler","1992-04-15"
"Anton Ciprian Tătărușanu","1986-02-09"
"Pablo Nascimento Castro","1991-06-21"
"Nacer Chadli","1989-08-02"
"Cristian Tello Herrera","1991-08-19"
"Hans Vanaken","1992-08-24"
"Lewis Dunk","1991-11-21"
"Nicolas Pallois","1987-09-19"
"Domagoj Vida","1989-04-29"
"Ross Barkley","1993-12-05"
"Kévin Malcuit","1991-07-31"
"Nathan Redmond","1994-03-06"
"Abdou Diallo","1996-05-04"
"Elseid Hysaj","1994-02-02"
"Mateo Pablo Musacchio","1990-08-26"
"Hugo Mallo Novegil","1991-06-22"
"Christian Günter","1993-02-28"
"Roberto Gagliardini","1994-04-07"
"Florian Niederlechner","1990-10-24"
"Jaume Doménech Sánchez","1990-11-05"
"Patrick Herrmann","1991-02-12"
"Danny Vieira da Costa","1993-07-13"
"Samuel Gigot","1993-10-12"
"Hans Hateboer","1994-01-09"
"Robin Olsen","1990-01-08"
"Óscar de Marcos Arana","1989-04-14"
"Maicon Pereira Roque","1988-09-14"
"Nuno Miguel Ribeiro Cruz Jerónimo Sequeira","1990-08-19"
"Benjamin Verbič","1993-11-27"
"Daniel Castelo Podence","1995-10-21"
"Manuel Trigueros Muñoz","1991-10-17"
"Rafael Santos Borré Maury","1995-09-15"
"Marcos Paulo Mesquita Lopes","1995-12-28"
"Bernard Anício Caldeira Duarte","1992-09-08"
"José Ignacio Martínez García","1989-03-07"
"Burak Yılmaz","1985-07-15"
"Hans Vanaken","1992-08-24"
"Jonathan Rodríguez Menéndez","1991-07-09"
"Nicolas Pallois","1987-09-19"
"Stefano Sensi","1995-08-05"
"Shkodran Mustafi","1992-04-17"
"Josuha Guilavogui","1990-09-19"
"Ryan Bertrand","1989-08-05"
"Mattia De Sciglio","1992-10-20"
"Lewis Dunk","1991-11-21"
"Gervais Lombe Yao Kouassi","1987-05-27"
"Carlos Roberto Izquierdoz","1988-11-03"
"Michael Keane","1993-01-11"
"Florian Grillitsch","1995-08-07"
"Dieumerci Mbokani Bezua","1985-11-22"
"Celso Fabián Ortiz Gamarra","1989-01-26"
"Alberto Marcelo Dutra Cirino","1992-02-29"
"Ondřej Kolář","1994-10-17"
"Ricardo Sousa Esgaio","1993-05-16"
"Petros Matheus dos Santos Araújo","1989-05-29"
"Ştefan Daniel Radu","1986-10-22"
"Vladimír Coufal","1992-08-22"
"Christoph Kramer","1991-02-19"
"Ignacio Piatti","1985-02-04"
"Cristian Daniel Ansaldi","1986-09-20"
"Rogelio Gabriel Funes Mori","1991-03-05"
"Patrik Schick","1996-01-24"
"Michail Antonio","1990-03-28"
"Loris Karius","1993-06-22"
"Mason Holgate","1996-10-22"
"Federico Fernández","1989-02-21"
"Hassane Kamara","1994-03-05"
"Iván Cuéllar Sacristán","1984-05-27"
"Manuel Henrique Tavares Fernandes","1986-02-05"
"Arthur Masuaku","1993-11-07"
"Johnathan Aparecido da Silva","1990-03-29"
"Kevin Strootman","1990-02-13"
"Gabriel Arias Arroyo","1987-09-13"
"Hendrik Van Crombrugge","1993-04-30"
"Sebastian Rode","1990-10-11"
"Fransérgio Rodrigues Barbosa","1990-10-18"
"Simone Verdi","1992-07-12"
"Ashley Barnes","1989-10-30"
"Marco Silvestri","1991-03-02"
"Franck Yannick Kessié","1996-12-19"
"Matt Ritchie","1989-09-10"
"Nadiem Amiri","1996-10-27"
"Rafał Gikiewicz","1987-10-26"
"Adam Marušić","1992-10-17"
"Sidney Adrián Pessoa Vidigal","1992-02-29"
"Oliver Norwood","1991-04-12"
"Aridane Hernández Umpiérrez","1989-03-23"
"Danilo D'Ambrosio","1988-09-09"
"Wayne Mark Rooney","1985-10-24"
"Isaac Hayden","1995-03-22"
"Luigi Sepe","1991-05-08"
"Gastón Exequiel Ramírez Pereyra","1990-12-02"
"Timothy Castagne","1995-12-05"
"Roberto Maximiliano Pereyra","1991-01-07"
"Layvin Kurzawa","1992-09-04"
"Mario Pašalić","1995-02-09"
"Robert Snodgrass","1987-09-07"
"Mikel San José Domínguez","1989-05-30"
"Vladimír Darida","1990-08-08"
"Angelo Obinze Ogbonna","1988-05-23"
"Carlos Arturo Bacca Ahumada","1986-09-08"
"Javier Hernández Balcázar","1988-06-01"
"Jorge Sandro Herrería","1988-02-29"
"Leandro Daniel Cabrera Sasía","1991-09-06"
"Matija Nastasić","1993-03-28"
"Kevin Berlaso","1988-03-25"
"Giovanni Andrés Moreno Cardona","1986-07-01"
"Nahitan Michel Nández Acosta","1995-12-28"
"Leandro Agustín Baezo","1988-02-29"
"Federico Luis Contedo","1984-02-29"
"Benjamin Stambouli","1990-08-13"
"Iago Falqué Silva","1990-01-04"
"Lucas Nicolás Alario","1992-10-08"
"Ángel Montoro Sánchez","1988-06-25"
"Roberto Torres Morales","1989-03-17"
"Florian Lejeune","1991-05-20"
"Sergio Rico González","1993-09-01"
"Daley Sinkgraven","1995-07-04"
"Stevan Jovetić","1989-11-02"
"Jonas Omlin","1994-01-10"
"Sergio Enrich Ametller","1990-02-26"
"José Salomón Rondón Giménez","1989-09-16"
"Adrián Ricardo Centurión","1993-01-19"
"南野 拓実","1995-01-16"
"Sebastian Rudy","1990-02-28"
"Julio Alberto Buffarini","1988-08-18"
"Karl Brillant Toko Ekambi","1992-09-14"
"Roberto Soldado Rillo","1985-05-27"
"Yuriy Zhirkov","1983-08-20"
"Ralf Fährmann","1988-09-27"
"Neal Maupay","1996-08-14"
"Mario Lemina","1993-09-01"
"Ashley Young","1985-07-09"
"황희찬 黄喜灿","1996-01-26"
"Rubén Duarte Sánchez","1995-10-18"
"Damien Da Silva","1988-05-17"
"Vicente Damián Castro","1992-02-29"
"Joshua Christian Kojo King","1992-01-15"
"Patrick van Aanholt","1990-08-29"
"Bartolomeu Jacinto Quissanga","1991-11-23"
"Davidson da Luz Pereira","1991-03-05"
"Kalvin Phillips","1995-12-02"
"Roberto Soriano","1991-02-08"
"Djibril Sidibé","1992-07-29"
"Adam David Lallana","1988-05-10"
"Martín Montoya Torralbo","1991-04-14"
"Miguel Luís Pinto Veloso","1986-05-11"
"Nikola Kalinić","1988-01-05"
"Maxime Gonalons","1989-03-10"
"Daniele Baselli","1992-03-12"
"Jannik Vestergaard","1992-08-03"
"Andrea Conti","1994-03-02"
"Enzo Leandro Chissano Baia","1992-02-29"
"Leonardo Bittencourt","1993-12-19"
"Régis Gurtner","1986-12-08"
"Camilo Andrés Vargas Gil","1989-03-09"
"Islam Slimani","1988-06-18"
"Johann Berg Guðmunds­son","1990-10-27"
"Andreas Samaris","1989-06-13"
"Ellyes Skhiri","1995-05-10"
"Rúben Miguel Nunes Vezo","1994-04-25"
"Bruno da Silva Peres","1990-03-01"
"Odion Jude Ighalo","1989-06-16"
"Marcelo Antônio Guedes Filho","1987-05-20"
"Shane Patrick Michael Duffy","1992-01-01"
"Franco Damián Vázquez","1989-02-22"
"Matheus Leite Nascimento","1983-01-15"
"Roberto José Rosales Altuve","1988-11-20"
"Cláudio Pires de Morais Ramos","1991-11-16"
"Sebastián Marcelo Blanco","1988-03-15"
"Thiago Henrique Mendes Ribeiro","1992-03-15"
"Emiliano Buendía","1996-12-25"
"Jarrod Bowen","1996-12-20"
"Roger Martí Salvador","1991-01-03"
"Gary Cahill","1985-12-19"
"Andros Townsend","1991-07-16"
"Ryan Guno Babel","1986-12-19"
"Andrés Eduardo Fernández Moreno","1986-12-16"
"Héctor Alfredo Moreno Herrera","1988-01-17"
"Pedro Henrique Pereira da Silva","1992-12-18"
"Jordan Ayew","1991-09-11"
"Timo Horn","1993-05-12"
"Mehdi Taremi","1992-07-18"
"Thomas Foket","1994-09-25"
"Claudio Nuno Coíntra Calegari","1996-02-29"
"Luis Arturo Montes Jiménez","1986-05-15"
"Kevin Vogt","1991-09-23"
"Paulo Dino Gazzaniga","1992-01-02"
"Jonathan dos Santos Ramírez","1990-04-26"
"Joël Veltman","1992-01-15"
"Gonçalo Mendes Paciência","1994-08-01"
"Jesse Lingard","1992-12-15"
"Federico Julián Fazio","1987-03-17"
"Lucas René Olaza Catrofe","1994-07-21"
"Óliver Torres Muñoz","1994-11-10"
"Fábio Santos Martins","1993-07-24"
"Omar Jehad Al Somah","1989-03-23"
"Oussama Idrissi","1996-02-26"
"阿兰","1989-07-10"
"Alex McCarthy","1989-12-03"
"Stefan Ristovski","1992-02-12"
"Laureano Antonio Villa Suárez","1995-01-07"
"Georgiy Dzhikiya","1993-11-21"
"Divock Okoth Origi","1995-04-18"
"Okay Yokuşlu","1994-03-09"
"Denis Cheryshev","1990-12-26"
"Wendell Nascimento Borges","1993-07-20"
"Adrien Thomasson","1993-12-10"
"Xavier Chavalerin","1991-03-07"
"Jonas Hofmann","1992-07-14"
"Francisco das Chagas Soares dos Santos","1991-01-17"
"Callum William McGregor","1993-06-14"
"Adel Taarabt","1989-05-24"
"Wylan Cyprien","1995-01-28"
"George Baldock","1993-03-09"
"Alex Iwobi","1996-05-03"
"Sergi Darder Moll","1993-12-22"
"Diego Sebastián Laxalt Suárez","1993-02-07"
"Sergi Gómez Solà","1992-03-28"
"Lars Unnerstall","1990-07-20"
"Jan Bednarek","1996-04-12"
"Juraj Kucka","1987-02-26"
"Rubén Alcaraz Jiménez","1991-05-01"
"Yunis Abdelhamid","1987-09-28"
"Magomed Ozdoev","1992-11-05"
"Sofyan Amrabat","1996-08-21"
"中島 翔哉","1994-08-23"
"Bruno Petković","1994-09-16"
"Denis Bouanga","1994-11-11"
"Jeison Fabián Murillo Cerón","1992-05-27"
"Max-Alain Gradel","1987-11-30"
"Fehmi Mert Günok","1989-03-01"
"Aleksandar Mitrović","1994-09-16"
"Borja Valero Iglesias","1985-01-12"
"Julian Baumgartlinger","1988-01-02"
"Enrique García Martínez","1989-11-25"
"Ishak Belfodil","1992-01-12"
"Dimitri Foulquier","1993-03-23"
"Marc Roca Junqué","1996-11-26"
"Nikola Maksimović","1991-11-25"
"Jetro Willems","1994-03-30"
"Aaron Cresswell","1989-12-15"
"Alejandro Berenguer Remiro","1995-07-04"
"Cheikhou Kouyaté","1989-12-21"
"Jefferson Agustín Farfán Guadalupe","1984-10-26"
"Thilo Kehrer","1996-09-21"
"Unai López Cabrera","1995-10-30"
"Bouna Sarr","1992-01-31"
"Wagner Mauro Laranjo Coelho","1984-02-29"
"Simone Zaza","1991-06-25"
"Víctor Ruíz Torre","1989-01-25"
"Tom Heaton","1986-04-15"
"Andeson Jaime Trigo Gonçalves","1988-02-29"
"Rune Almenning Jarstein","1984-09-29"
"Mariano Díaz Mejía","1993-08-01"
"Rubén Rochina Naixes","1991-03-23"
"Kenny Tete","1995-10-09"
"Jadson José Meireles Correia","1996-02-29"
"Younès Belhanda","1990-02-25"
"Konstantinos Fortounis","1992-10-16"
"Alexandre Moreno Lopera","1993-06-08"
"Javier Matías Pastore","1989-06-20"
"Anga Dedryck Boyata","1990-11-28"
"Mohamed Saïd Benrahma","1995-08-10"
"Rodrigo Éder Vuarte Ruiz","1992-02-29"
"Jonas Hector","1990-05-27"
"Rafael Tolói","1990-10-10"
"Claudio Andrés Bravo Muñoz","1983-04-13"
"Ridgeciano Haps","1993-06-12"
"Chris Basham","1988-07-20"
"Andrei Girotto","1992-02-17"
"Charlie Taylor","1993-09-18"
"Daniel Caligiuri","1988-01-15"
"Davy Klaassen","1993-02-21"
"Emiliano Ariel Rigoni","1993-02-04"
"Jamaal Lascelles","1993-11-11"
"Oier Sanjurjo Maté","1986-05-25"
"Victor Martin Maia Padilha","1996-02-29"
"Pedro Filipe Teodósio Mendes","1990-10-01"
"Alexander Sørloth","1995-12-05"
"Jonathan Emmanuel Orozco Domínguez","1986-05-12"
"José Pedro Fuenzalida Gana","1985-02-22"
"Jefferson Andrés Lerma Solís","1994-10-25"
"Jack Cork","1989-06-25"
"Guilherme Alvim Marinato","1985-12-12"
"Andriy Yarmolenko","1989-10-23"
"Danilo Manuel Vieira Espíndola","1988-02-29"
"Clinton Mukoni Mata Pedro Lourenço","1992-11-07"
"José Luís Mendes Andrade","1991-01-24"
"Jonjo Shelvey","1992-02-27"
"Nicolae Claudiu Stanciu","1993-05-07"
"Ruud Willem Vormer","1988-05-11"
"Michy Batshuayi Tunga","1993-10-02"
"Rafael Pereira da Silva","1990-07-09"
"Bruno Viana Willemen Da Silva","1995-02-05"
"Lucas Rodrigo Biglia","1986-01-30"
"Moses Daddy Simon","1995-07-12"
"Roque Mesa Quevedo","1989-06-07"
"Sergio Guardiola Navarro","1991-05-29"
"John Fleck","1991-08-24"
"Benjamin Hübner","1989-07-04"
"Raúl Mario Ruidíaz Misitich","1990-07-25"
"Alexander Djiku","1994-08-09"
"Otávio Henrique Passos Santos","1994-05-04"
"Uğurcan Çakır","1996-04-05"
"Gary Alexis Medel Soto","1987-08-03"
"Aleix Vidal Parreu","1989-08-21"
"Silvio Ezequiel Romero","1988-07-22"
"Jonathan Schmid","1990-06-22"
"Alberto Moreno Pérez","1992-07-05"
"Moisés Gómez Bordonado","1994-06-23"
"Diego Rico Salguero","1993-02-23"
"Gonzalo Escalante","1993-03-27"
"Romain Alessandrini","1989-04-03"
"Seko Fofana","1995-05-07"
"Marco Sportiello","1992-05-10"
"Ollie Watkins","1995-12-30"
"Alfreð Finnbogason","1989-02-01"
"Sergio Herrera Pirón","1993-06-06"
"Dimitrios Siovas","1988-09-16"
"Álvaro Negredo Sánchez","1985-08-20"
"Martin Braithwaite Christensen","1991-06-05"
"Lisandro Ezequiel López Dessypris","1989-09-01"
"Habibou Mouhamadou Diallo","1995-06-15"
"Giovanni Di Lorenzo","1993-08-04"
"Robin Le Normand","1996-11-11"
"Victor Wanyama","1991-06-25"
"Giorgi Makaridze","1990-03-31"
"Tim Leibold","1993-11-30"
"Davide Calabria","1996-12-06"
"Eljero George Rinaldo Elia","1987-02-13"
"Javier Horacio Pinola","1983-02-24"
"Frank Opoku Acheampong","1993-10-16"
"Robin Knoche","1992-05-22"
"Tobias Strobl","1990-05-12"
"Vadis Odjidja-Ofoe","1989-02-21"
"Joel Ward","1989-10-29"
"Zack Steffen","1995-04-02"
"Anselmo de Moraes","1989-02-20"
"鎌田 大地","1996-08-05"
"Alan Kardec de Souza Pereira Junior","1989-01-12"
"Gustavo Leonardo Bou","1990-02-18"
"Javier Manquillo Gaitán","1994-05-05"
"Emmanuel Okyere Boateng","1996-05-23"
"Nils Petersen","1988-12-06"
"Wahbi Khazri","1991-02-08"
"Arijan Ademi","1991-05-29"
"Marko Livaja","1993-08-26"
"Konstantinos Tsimikas","1996-05-12"
"David López Silva","1989-10-09"
"Ryan Fredericks","1992-10-10"
"Matt Targett","1995-09-18"
"Garry Mendes Rodrigues","1990-11-27"
"Berat Djimsiti","1993-02-19"
"Amir Rrahmani","1994-02-24"
"José Luis Sanmartín Mato","1990-03-27"
"Ismaël Traoré","1986-08-18"
"John Lundstram","1994-02-18"
"Stuart Armstrong","1992-03-30"
"Gonzalo Castro Irizábal","1984-09-14"
"Silas Enaldo Barros de Almeida","1992-02-29"
"Pascal Groß","1991-06-15"
"Jhon Monsario","1984-11-15"
"John Brooks","1993-01-28"
"Nuno Miguel Gomes dos Santos","1995-02-13"
"Zinedine Ferhat","1993-03-01"
"Frederik Rønnow","1992-08-04"
"Andriy Pyatov","1984-06-28"
"Federico Di Francesco","1994-06-14"
"Wilson Bruno Naval da Costa Eduardo","1990-07-08"
"Gabriel Jairo Aníbal Rangel","1992-02-29"
"Jeroen Zoet","1991-01-06"
"Diego López Rodríguez","1981-11-03"
"Carlos Neva Tey","1996-06-12"
"Yassine Bounou","1991-04-05"
"David García Zubiría","1994-02-14"
"Diego Castro Giménez","1982-07-02"
"Matheus Fellipe Costa Pereira","1996-05-05"
"Pierre Kunde Malong","1995-07-26"
"Simão Alvin Acunha Bardini","1988-02-29"
"Andrés Daniel Píriz","1988-02-29"
"David Jason Remeseiro Salgueiro","1994-07-06"
"Lúcio Anselmo Corteijo Salazar","1988-02-29"
"Jay Rodriguez","1989-07-29"
"Erik Sviatchenko","1991-10-04"
"Guido Hernán Pizarro Demestri","1990-02-26"
"Robin Quaison","1993-10-09"
"Loïc Rémy","1987-01-02"
"Matteo Darmian","1989-12-02"
"Rodolfo Gilbert Pizarro Thomas","1994-02-15"
"Gonzalo Nicolás Martínez","1993-06-13"
"Adilson Patrick Edrada Pereira","1992-02-29"
"Carlos Clerc Martínez","1992-02-21"
"Bertrand Isidore Traoré","1995-09-06"
"Sergey Petrov","1991-01-02"
"Soualiho Meïté","1994-03-17"
"Francesc Fàbregas i Soler","1987-05-04"
"Ryan Donk","1986-03-30"
"Eugenio Esteban Mena Reveco","1988-07-18"
"Jorge Marco de Oliveira Moraes","1996-03-28"
"Osvaldo Nicolás Fabián Gaitán","1988-02-23"
"Daler Kuzyaev","1993-01-15"
"Gökhan Gönül","1985-01-04"
"Rubens Omar Óscar Sambueza","1984-01-01"
"Joel Robles Blázquez","1990-06-17"
"Ludovic Ajorque","1994-02-25"
"Troy Deeney","1988-06-29"
"Gaël Kakuta","1991-06-21"
"Carlos Fernández Luna","1996-05-22"
"Andrea Poli","1989-09-29"
"Rasmus Falk Jensen","1992-01-15"
"Robert Kenedy Nunes do Nascimento","1996-02-08"
"Alan Dzagoev","1990-06-17"
"Atiba Hutchinson","1983-02-08"
"Mauro Matías Zárate","1987-03-18"
"Ciaran Clark","1989-09-26"
"Jean-Paul Boëtius","1994-03-22"
"Marc Albrighton","1989-11-18"
"Fernando Marçal de Oliveira","1989-02-19"
"Marcus Berg","1986-08-17"
"James McCarthy","1990-11-12"
"Silvan Dominic Widmer","1993-03-05"
"Leonardo Germán Sigali","1987-05-29"
"Hernán Arsenio Pérez González","1989-02-25"
"Santiago Damián García Correa","1990-09-14"
"Admir Mehmedi","1991-03-16"
"Gregoire Defrel","1991-06-17"
"Caner Erkin","1988-10-04"
"Fedor Smolov","1990-02-09"
"Raúl Michel Melo da Silva","1989-11-04"
"Lucas Martínez Quarta","1996-05-10"
"William de Asevedo Furtado","1995-04-03"
"Miralem Sulejmani","1988-12-05"
"Omar Elabdellaoui","1991-12-05"
"Luis Ricardo Mejía Cajar","1991-03-16"
"Stefan Frei","1986-04-20"
"Andraž Šporar","1994-02-27"
"長谷 部誠","1984-01-18"
"José Luis Palomino","1990-01-05"
"Gaëtan Laborde","1994-05-03"
"Etrit Berisha","1989-03-10"
"Ghislain Konan","1995-12-27"
"Jorge Djaniny Tavares Semedo","1991-03-21"
"Derlis Alberto González Galeano","1994-03-20"
"Yimmi Javier Chará Zamora","1991-04-02"
"Christian Kabasele","1991-02-24"
"Pedro Mba Obiang Avomo","1992-03-27"
"Niclas Füllkrug","1993-02-09"
"Maximilian Eggestein","1996-12-08"
"Diego Javier Llorente Ríos","1993-08-16"
"İrfan Can Kahveci","1995-07-15"
"Guido Rodríguez","1995-04-11"
"Erick Antonio Pulgar Farfán","1994-01-15"
"Mark Uth","1991-08-24"
"Aderllan Leandro de Jesus Santos","1989-04-09"
"Romain Thomas","1988-06-12"
"Lucas Andersen","1994-09-13"
"Tom Cairney","1991-01-20"
"Jean Michaël Seri","1991-07-19"
"Fabian Delph","1989-11-21"
"Jesper Hansen","1985-05-31"
"Ermin Bičakčić","1990-01-24"
"Alexandre Oukidja","1988-07-19"
"Davy Pröpper","1991-09-02"
"Manuel Agudo Durán","1986-10-15"
"Andrea Petagna","1995-06-30"
"Flavien Tait","1993-02-02"
"Yeimar Pastor Gómez Andrade","1992-06-30"
"Simon Désiré Sylvanus Deli","1991-10-27"
"Leandro Chichizola","1990-03-27"
"Amin Younes","1993-08-06"
"Aaron Mooy","1990-09-15"
"Santiago Mina Lorenzo","1995-12-07"
"Luiz de Araujo Guimarães Neto","1996-06-02"
"Mauricio Ernesto Pereyra Antonini","1990-03-15"
"Frédéric Guilbert","1994-12-24"
"Henry Josué Martín Mex","1992-11-18"
"Ömer Toprak","1989-07-21"
"Fabian Klos","1987-12-02"
"Fabricio Bustos Sein","1996-04-28"
"Teemu Pukki","1990-03-29"
"Rubén Blanco Veiga","1995-07-25"
"Cédric Ricardo Alves Soares","1991-08-31"
"Darko Lazović","1990-09-15"
"Amath Ndiaye","1996-07-16"
"Anton Miranchuk","1995-10-17"
"Diadié Samassékou","1996-01-11"
"Bakary Adama Soumaoro","1992-06-18"
"Dante Bonfim da Costa Santos","1983-10-18"
"Zlatko Junuzović","1987-09-26"
"Per Ciljan Skjelbred","1987-06-16"
"André-Franck Zambo Anguissa","1995-11-16"
"Francisco Femenía Far","1991-02-02"
"Sean Klaiber","1994-07-31"
"김신욱 金信煜","1988-04-14"
"Dale Stephens","1989-06-12"
"Karl-Johan Anton Johnsson","1990-01-28"
"Marius Wolf","1995-05-27"
"Uílson de Souza Paula Júnior","1989-04-27"
"Fred Marcos Aníbal Dias","1992-02-29"
"José Carlos Gonçalves Rodrigues","1988-08-31"
"Óscar David Romero Villamayor","1992-07-04"
"Hernâni Jorge Santos Fortes","1991-08-20"
"Ante Budimir","1991-07-22"
"Jordan Zacharie Lukaku Menama Mokelenge","1994-07-25"
"Maximilian Philipp","1994-03-01"
"Yvon Landry Mvogo Nganoma","1994-06-06"
"Will Hughes","1995-04-17"
"Oscar Fabián Murillo Murillo","1988-04-18"
"Gian-Luca Waldschmidt","1996-05-19"
"James Forrest","1991-07-07"
"Ibrahim Amadou","1993-04-06"
"Max Meyer","1995-09-18"
"Tarek Hamed","1988-10-24"
